Description,Co-ordinates,lat,lon,region,distance_from_cbd,has_leaf_type,has_stainless_steel,has_historic,has_bottle_refill,has_dog_bowl,has_accessible,has_park_location,has_street_location,feature_count,feature_diversity,description_length,location_name
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.80056485451508, 144.9668454274885",-37.80056485451508,144.9668454274885,North,1.4863222108562666,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81033905955521, 144.9724239787079",-37.81033905955521,144.9724239787079,North,0.8957547056717609,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Treated Timber Drinking Fountain - JJ Holland Park,"-37.7981300933256, 144.9217175971122",-37.7981300933256,144.9217175971122,North,4.0220312245699645,0,0,0,0,0,0,1,0,1,1,70,JJ Holland Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81243580767888, 144.97368439844223",-37.81243580767888,144.97368439844223,North,0.9387626929085656,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Old Style Steel Drinking Fountain,"-37.816927072109706, 144.9837045105586",-37.816927072109706,144.9837045105586,North,1.8473855399615462,0,0,0,0,0,0,0,0,0,0,53,Old Style Steel Drinking Fountain
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.816008130348806, 144.94552203541383",-37.816008130348806,144.94552203541383,North,1.5671578034912168,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Neill Street Reserve,"-37.795594738274296, 144.9691367333386",-37.795594738274296,144.9691367333386,North,2.0711501726520205,1,1,0,0,0,0,1,1,4,4,88,Neill Street Reserve
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81437201868546, 144.96613327636365",-37.81437201868546,144.96613327636365,North,0.2799438836767836,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81607983975034, 144.93862697161046",-37.81607983975034,144.93862697161046,North,2.1674104927014337,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fitzroy Gardens,"-37.81367564418339, 144.98268520584864",-37.81367564418339,144.98268520584864,North,1.7204830486271225,1,0,0,1,0,0,1,0,3,3,72,Fitzroy Gardens
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"-37.82087279535316, 144.94185586107258",-37.82087279535316,144.94185586107258,West,2.033795330707104,0,1,0,0,0,0,0,0,1,1,74,Old Docklands Type
Drinking Fountain - Leaf Type - Dog Bowl  - Flagstaff Gardens,"-37.81010993947886, 144.95363625566395",-37.81010993947886,144.95363625566395,North,0.9174790323349538,1,0,0,0,1,0,1,0,3,3,61,Flagstaff Gardens
Drinking fountain - Historic or Heritage fountains - University Square,"-37.8020146095429, 144.9605723948678",-37.8020146095429,144.9605723948678,North,1.3072345145964905,0,0,1,0,0,0,1,0,2,2,70,University Square
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,"-37.77732383776788, 144.9531895231545",-37.77732383776788,144.9531895231545,North,4.126648983432241,1,1,0,0,0,0,1,0,3,3,78,Royal Park
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Queen Victoria Gardens,"-37.82168006484173, 144.9700370336942",-37.82168006484173,144.9700370336942,Central,1.0856070432568674,1,0,0,1,0,0,1,0,3,3,79,Queen Victoria Gardens
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Boyd Community Hub,"-37.82605853691661, 144.9615312833258",-37.82605853691661,144.9615312833258,Central,1.3921620362235378,1,1,0,0,0,0,0,0,2,2,86,Boyd Community Hub
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Hub@Docklands,"-37.819734518071364, 144.9475652363716",-37.81973451807136,144.9475652363716,North,1.5255878127888747,1,1,0,0,0,0,0,0,2,2,81,Hub@Docklands
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Princes Park,"-37.78866797179563, 144.96246173875772",-37.78866797179563,144.96246173875772,North,2.772882149235625,1,0,0,1,0,0,1,0,3,3,69,Princes Park
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Royal Park,"-37.79148137934659, 144.95640337310826",-37.79148137934659,144.95640337310826,North,2.5288720775334697,1,0,0,1,0,0,1,0,3,3,67,Royal Park
Drinking Fountain - Treated Timber Drinking Fountain - Carlton Gardens South,"-37.80719483579952, 144.97264821832775",-37.80719483579952,144.97264821832775,North,1.1003842201806497,0,0,0,0,0,0,1,0,1,1,76,Carlton Gardens South
Drinking Fountain - Ornamental Drinking Fountain - Errol St North Melbourne,"-37.80333644461803, 144.94973046402842",-37.80333644461803,144.94973046402842,North,1.6376759153211309,0,0,0,0,0,0,0,0,0,0,75,Errol St North Melbourne
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.8200996090771, 144.96520412105647",-37.8200996090771,144.96520412105647,Central,0.7459831792509655,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81191194838843, 144.97076931535327",-37.81191194838843,144.97076931535327,North,0.6993781089781543,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.81655981940826, 144.958479412123",-37.81655981940826,144.958479412123,North,0.522554021943104,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.807152962975586, 144.95128617901676",-37.80715296297559,144.95128617901676,North,1.2613512456250662,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.814022713257685, 144.96377589639772",-37.814022713257685,144.96377589639772,North,0.07572717705248788,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Carlton Gardens North,"-37.80154324073521, 144.97074694104214",-37.80154324073521,144.97074694104214,North,1.499553238807805,1,0,0,1,0,0,1,0,3,3,78,Carlton Gardens North
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"-37.82016422388396, 144.9419807414183",-37.82016422388396,144.9419807414183,West,1.9935671631665959,0,1,0,0,0,0,0,0,1,1,74,Old Docklands Type
Drinking Fountain - Leaf Type - Dog Bowl  - New Quay Central Park,"-37.81472791168905, 144.93868934270515",-37.81472791168905,144.93868934270515,North,2.148003598914945,1,0,0,0,1,0,1,0,3,3,65,New Quay Central Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.818393312901414, 144.94467796351668",-37.81839331290141,144.94467796351668,North,1.703747601228375,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,"-37.787145044550506, 144.95944649397603",-37.787145044550506,144.95944649397603,North,2.959119099584654,1,1,0,0,0,0,1,0,3,3,80,Princes Park
Drinking fountain - unspecified type - Fawkner Park,"-37.84105383065132, 144.98474159117376",-37.84105383065132,144.98474159117376,South,3.5961093451119575,0,0,0,0,0,0,1,0,1,1,51,Fawkner Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.82006369883412, 144.94335006764553",-37.82006369883412,144.94335006764553,West,1.877845901908084,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.82416129460037, 144.94386411864073",-37.82416129460037,144.94386411864073,West,2.0576842855387905,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Leaf Type - Dog Bowl  - Fitzroy Gardens,"-37.81047413141583, 144.98106657764444",-37.81047413141583,144.98106657764444,North,1.616127925215847,1,0,0,0,1,0,1,0,3,3,59,Fitzroy Gardens
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fitzroy Gardens,"-37.81426414724787, 144.97865144245154",-37.81426414724787,144.97865144245154,North,1.3681057273490447,1,0,0,1,0,0,1,0,3,3,72,Fitzroy Gardens
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Birrarung Marr,"-37.81877097793573, 144.97408155357158",-37.81877097793573,144.97408155357158,North,1.1230059584808343,1,0,0,1,0,0,0,0,2,2,71,Birrarung Marr
Drinking Fountain - Drinking Fountain - Monument Style Type 3,"-37.808763201408944, 144.9755999159518",-37.808763201408944,144.9755999159518,North,1.222727998991878,0,0,0,0,0,0,0,0,0,0,61,Monument Style Type 3
Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,"-37.81933413777128, 144.96443696866604",-37.81933413777128,144.96443696866604,North,0.648332656266784,0,1,0,0,0,0,0,0,1,1,70,Northbank Type
Drinking fountain - Historic or Heritage Drinking Fountains - Boyd Community Hub (SOUTHBANK),"-37.82553356070186, 144.96099800648864",-37.82553356070186,144.96099800648864,Central,1.3397350651992315,0,0,1,0,0,0,0,0,1,1,92,Boyd Community Hub (SOUTHBANK)
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.793822787803755, 144.958038101861",-37.79382278780376,144.958038101861,North,2.2436424699906707,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Grant Street Reserve,"-37.826019122772884, 144.96821302911962",-37.82601912277288,144.96821302911962,Central,1.452139952646579,1,1,0,0,0,0,1,1,4,4,88,Grant Street Reserve
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.82449321904346, 144.945698116347",-37.82449321904346,144.945698116347,West,1.9502978680379617,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Fawkner Park,"-37.840591031294394, 144.9842020334054",-37.8405910312944,144.9842020334054,South,3.527403750376797,1,1,0,0,0,0,1,0,3,3,80,Fawkner Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,"-37.82514308986054, 144.97830100199906",-37.82514308986054,144.97830100199906,Central,1.852104702344776,1,1,0,0,0,0,0,0,2,2,86,Kings Domain South
Drinking Fountain - Drinking Fountain - Type 1,"-37.79515817674436, 144.9710380792056",-37.79515817674436,144.9710380792056,North,2.1659849550697436,0,0,0,0,0,0,0,0,0,0,46,Type 1
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.802013714097406, 144.95783228776227",-37.802013714097406,144.95783228776227,North,1.3689318319879193,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Wharfs Landing Park,"-37.82210994675337, 144.93666205920204",-37.82210994675337,144.93666205920204,West,2.507694064774185,1,1,0,0,0,0,1,0,3,3,87,Wharfs Landing Park
Drinking Fountain - Leaf Type - Dog Bowl  - University Square,"-37.80089398503696, 144.96074870882546",-37.80089398503696,144.96074870882546,North,1.4278652786332826,1,0,0,0,1,0,1,0,3,3,61,University Square
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.82435043745128, 144.9771113193355",-37.82435043745128,144.9771113193355,Central,1.7157146387560809,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Leaf Type - Dog Bowl  - Pleasance Gardens,"-37.796300658626926, 144.94502857293458",-37.796300658626926,144.94502857293458,North,2.4941799068989288,1,0,0,0,1,0,1,0,3,3,61,Pleasance Gardens
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Docklands Park,"-37.82089072956917, 144.94692985249003",-37.82089072956917,144.94692985249003,West,1.6354663317831524,1,1,0,0,0,0,1,0,3,3,82,Docklands Park
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.79431438564634, 144.9302959180467",-37.79431438564634,144.9302959180467,North,3.592345442032089,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.82337609495653, 144.9798517032086",-37.82337609495653,144.9798517032086,Central,1.8294445543383293,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81386555249958, 144.96475087670643",-37.81386555249958,144.96475087670643,North,0.14799669984492206,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.79275280598382, 144.96844335889637",-37.79275280598382,144.96844335889637,North,2.3651606286895848,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.82051269611414, 144.94396083541395",-37.82051269611414,144.94396083541395,West,1.848586974950979,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.81515985140142, 144.93712549711364",-37.81515985140142,144.93712549711364,North,2.2882903212112478,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"-37.815447719564624, 144.96705501075527",-37.815447719564624,144.96705501075527,North,0.4036283806768879,1,1,0,0,0,0,0,0,2,2,65,Leaf Type
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.82469655350015, 144.9721174141578",-37.82469655350015,144.9721174141578,Central,1.4662349104734969,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"-37.82317712092532, 144.94186784766944",-37.82317712092532,144.94186784766944,West,2.147641494071903,1,1,0,1,0,0,0,0,3,3,85,Bottle Refill Tap
